
THERMOK with O2(aq)          switched with H2(aq)         


THERMOK with SO3--           switched with SO4--


THERMOK with SO4--           switched with SO3--


THERMOK with S2O3--          switched with SO4--


THERMOK with SO4--           switched with S2O3--


THERMOK with S2O4--          switched with SO4--


THERMOK with SO4--           switched with S2O4--


THERMOK with HS-             switched with SO4--


THERMOK with SO4--           switched with HS-


THERMOK with Fe+++           switched with Fe++


THERMOK with Fe++            switched with Fe+++

 File format and data suitable for TOUGHREACT V2.3+ (YMP)
 May needs component switching to avoid overdefinitions


!end-of-header     Do not remove this record!
'Temperature points:'   8    0.01   25.00   60.00  100.00  150.00  200.00  250.00  300.00
'CaPO4-'                          135.049  1.81 -1.00    3  -2.0000 'H+'  1.0000 'Ca++'  1.0000 'H2PO4-'
'CaPO4-'                              13.7148   13.1100   12.3869   11.6965   10.9580   10.2789    9.5740    8.7130
'CaPO4-'                          0.17708162E+03   -0.11166091E+04   -0.17246343E+00    0.63195039E+05   -0.35334801E+07
'CaSO4(aq)'                       136.140  0.00  0.00    2   1.0000 'Ca++'  1.0000 'SO4--'
'CaSO4(aq)'                           -2.2871   -2.3100   -2.4354   -2.6340   -2.9554   -3.3892   -4.0085   -4.9744
'CaSO4(aq)'                       0.29149577E+03   -0.18548471E+04   -0.28261556E+00    0.10254678E+06   -0.60411056E+07
'Cd(CO3)2--'                      232.419  3.00 -2.00    3  -2.0000 'H+'  2.0000 'HCO3-'  1.0000 'Cd++'
'Cd(CO3)2--'                          14.1540   14.1540   14.1540   14.1540   14.1540   14.1540   14.1540   14.1540
'Cd(CO3)2--'                      0.25601721E-06    0.14153998E+02   -0.21234103E-09    0.10046216E-03   -0.64166960E-02
'Cd(H2PO4)+'                      209.387  2.31  1.00    2   1.0000 'Cd++'  1.0000 'H2PO4-'
'Cd(H2PO4)+'                          -1.8000   -1.8000   -1.8000   -1.8000   -1.8000   -1.8000   -1.8000   -1.8000
'Cd(H2PO4)+'                      0.71215934E-07   -0.18000005E+01   -0.59072593E-10    0.27942512E-04   -0.17845545E-02
'Cd(HS)2'                         178.544  0.00  0.00    5   1.0000 'Cd++'  2.0000 'H+'  2.0000 'SO4--'  -8.0000 'H2O'  8.0000 'H2(aq)'
'Cd(HS)2'                           -115.1383 -106.4309  -96.3268  -86.9689  -77.6605  -70.3350  -64.5840  -60.2525
'Cd(HS)2'                         0.35357619E+03   -0.22546404E+04   -0.33323030E+00    0.91634288E+05   -0.66050502E+07
'Cd(SO4)2--'                      304.523  3.00 -2.00    2   1.0000 'Cd++'  2.0000 'SO4--'
'Cd(SO4)2--'                          -3.4402   -3.4399   -3.4399   -3.4401   -3.4402   -3.4398   -3.4399   -3.4400
'Cd(SO4)2--'                      0.00000000E+00   -0.34399000E+01    0.00000000E+00    0.00000000E+00    0.00000000E+00
'Cd2OH+++'                        241.807  3.60  3.00    3  -1.0000 'H+'  2.0000 'Cd++'  1.0000 'H2O'
'Cd2OH+++'                            10.1862    9.3904    8.5065    7.7380    7.0074    6.4185    5.8793    5.3050
'Cd2OH+++'                        0.10605221E+03   -0.67108389E+03   -0.10113668E+00    0.38243261E+05   -0.19450039E+07
'Cd4(OH)4++++'                    517.629  4.50  4.00    3  -4.0000 'H+'  4.0000 'Cd++'  4.0000 'H2O'
'Cd4(OH)4++++'                        34.8853   32.0764   28.9937   26.3508   23.9121   22.0615   20.5181   19.0506
'Cd4(OH)4++++'                    0.21969245E+03   -0.13926119E+04   -0.20213946E+00    0.82551343E+05   -0.38789113E+07
'CdCl+'                           147.853  2.31  1.00    2   1.0000 'Cd++'  1.0000 'Cl-'
'CdCl+'                               -2.1136   -1.9700   -1.9376   -2.0405   -2.3084   -2.6996   -3.2207   -3.9335
'CdCl+'                           0.13793247E+03   -0.87568595E+03   -0.14003721E+00    0.48882346E+05   -0.30546116E+07
'CdCl2(aq)'                       183.306  0.00  0.00    2   1.0000 'Cd++'  2.0000 'Cl-'
'CdCl2(aq)'                           -2.9286   -2.6011   -2.4720   -2.6024   -3.0445   -3.7352   -4.6880   -6.0283
'CdCl2(aq)'                       0.27512609E+03   -0.17449812E+04   -0.27830981E+00    0.97166851E+05   -0.60525592E+07
'CdCl3-'                          218.759  1.81 -1.00    2   1.0000 'Cd++'  3.0000 'Cl-'
'CdCl3-'                              -3.0115   -2.4000   -2.0452   -2.0596   -2.4797   -3.2284   -4.2842   -5.7502
'CdCl3-'                          0.27851814E+03   -0.17663767E+04   -0.28363981E+00    0.99723947E+05   -0.64720308E+07
'CdCl4--'                         254.212  3.00 -2.00    2   1.0000 'Cd++'  4.0000 'Cl-'
'CdCl4--'                             -2.3685   -1.4700   -0.8685   -0.7305   -1.0719   -1.8124   -2.8969   -4.4072
'CdCl4--'                         0.27645687E+03   -0.17527757E+04   -0.28237415E+00    0.10027443E+06   -0.67521888E+07
'CdCO3(aq)'                       172.409  0.00  0.00    3  -1.0000 'H+'  1.0000 'HCO3-'  1.0000 'Cd++'
'CdCO3(aq)'                            5.9200    5.6270    5.2677    4.9205    4.5359    4.1532    3.7096    3.1040
'CdCO3(aq)'                       0.15802885E+03   -0.10001776E+04   -0.15323362E+00    0.55612239E+05   -0.31478468E+07
'CdF+'                            131.398  2.31  1.00    2   1.0000 'Cd++'  1.0000 'F-'
'CdF+'                                -1.1136   -1.1059   -1.2341   -1.4822   -1.8888   -2.3863   -2.9931   -3.7794
'CdF+'                            0.14716725E+03   -0.93621898E+03   -0.14761889E+00    0.52935761E+05   -0.32816321E+07
'CdF2(aq)'                        150.397  0.00  0.00    2   1.0000 'Cd++'  2.0000 'F-'
'CdF2(aq)'                            -1.7158   -1.4763   -1.4605   -1.6966   -2.2458   -3.0306   -4.0781   -5.5226
'CdF2(aq)'                        0.29959318E+03   -0.19011568E+04   -0.30106347E+00    0.10630480E+06   -0.65831286E+07
'CdHCO3+'                         173.417  2.31  1.00    2   1.0000 'HCO3-'  1.0000 'Cd++'
'CdHCO3+'                             -1.5030   -1.5030   -1.5030   -1.5030   -1.5030   -1.5030   -1.5030   -1.5030
'CdHCO3+'                        -0.47988455E-07   -0.15029997E+01    0.39846317E-10   -0.18809735E-04    0.12001032E-02
'CdHPO4'                          208.379  0.00  0.00    3  -1.0000 'H+'  1.0000 'Cd++'  1.0000 'H2PO4-'
'CdHPO4'                               2.3800    2.3800    2.3800    2.3800    2.3800    2.3800    2.3800    2.3800
'CdHPO4'                          0.13303554E-06    0.23799991E+01   -0.11039118E-09    0.52179283E-04   -0.33312678E-02
'CdHS+'                           145.472  2.31  1.00    5   1.0000 'Cd++'  1.0000 'H+'  1.0000 'SO4--'  -4.0000 'H2O'  4.0000 'H2(aq)'
'CdHS+'                              -57.0835  -53.3804  -49.0230  -44.9278  -40.7730  -37.4040  -34.6245  -32.3070
'CdHS+'                           0.38000268E+02   -0.25380814E+03   -0.30420860E-01   -0.61003600E+03   -0.44144310E+06
'CdO(aq)'                         128.399  0.00  0.00    3  -2.0000 'H+'  1.0000 'Cd++'  1.0000 'H2O'
'CdO(aq)'                             22.7680   20.9010   18.8181   16.9722   15.2030   13.8279   12.7023   11.7189
'CdO(aq)'                         0.50177156E+02   -0.31481493E+03   -0.48103467E-01    0.21571276E+05   -0.72707436E+06
'CdO2--'                          144.399  3.00 -2.00    3  -4.0000 'H+'  1.0000 'Cd++'  2.0000 'H2O'
'CdO2--'                              51.1842   47.4820   43.4402   39.9704   36.8277   34.6287   33.1500   32.3338
'CdO2--'                         -0.17715174E+03    0.11304652E+04    0.18320696E+00   -0.51739343E+05    0.40232570E+07
'CdOH+'                           129.407  2.31  1.00    3  -1.0000 'H+'  1.0000 'Cd++'  1.0000 'H2O'
'CdOH+'                               10.9609   10.0810    9.0772    8.1725    7.2925    6.5990    6.0249    5.5203
'CdOH+'                           0.29753808E+02   -0.18873053E+03   -0.27639425E-01    0.13100420E+05   -0.56993302E+06
'CdP2O7--'                        286.343  3.00 -2.00    4  -1.0000 'H2O'  -2.0000 'H+'  1.0000 'Cd++'  2.0000 'H2PO4-'
'CdP2O7--'                             9.1104    9.1104    9.1104    9.1104    9.1104    9.1104    9.1104    9.1104
'CdP2O7--'                        0.15783888E-06    0.91103990E+01   -0.13112241E-09    0.61837167E-04   -0.39435102E-02
'CdS2O3'                          224.526  0.00  0.00    5   1.0000 'Cd++'  -5.0000 'H2O'  2.0000 'H+'  2.0000 'SO4--'  4.0000 'H2(aq)'
'CdS2O3'                             -57.2518  -53.3338  -48.9673  -45.0955  -41.4687  -38.8820  -37.2008  -36.5018
'CdS2O3'                          0.43627607E+03   -0.27801178E+04   -0.42499681E+00    0.13956464E+06   -0.89172716E+07
'CdSO4(aq)'                       208.462  0.00  0.00    2   1.0000 'Cd++'  1.0000 'SO4--'
'CdSO4(aq)'                           -3.3651   -3.4400   -3.6730   -4.0215   -4.5498   -5.1985   -6.0331   -7.2110
'CdSO4(aq)'                       0.28923876E+03   -0.18415918E+04   -0.28393114E+00    0.10243145E+06   -0.61075005E+07
'CeBr++'                          220.029  2.80  2.00    2   1.0000 'Br-'  1.0000 'Ce+++'
'CeBr++'                              -0.3951   -0.3797   -0.5153   -0.7886   -1.2411   -1.7927   -2.4558   -3.2935
'CeBr++'                          0.14009533E+03   -0.88995946E+03   -0.14239901E+00    0.50532937E+05   -0.31694421E+07
'CeCl++'                          175.573  2.80  2.00    2   1.0000 'Ce+++'  1.0000 'Cl-'
'CeCl++'                              -0.1476   -0.3211   -0.6753   -1.1528   -1.8146   -2.5407   -3.3550   -4.3281
'CeCl++'                          0.14098120E+03   -0.89658889E+03   -0.14446797E+00    0.51182143E+05   -0.31623092E+07
'CeCl2+'                          211.026  2.31  1.00    2   1.0000 'Ce+++'  2.0000 'Cl-'
'CeCl2+'                               0.1940   -0.0558   -0.5419   -1.1943   -2.1145   -3.1588   -4.3846   -5.9394
'CeCl2+'                          0.27110435E+03   -0.17198258E+04   -0.27548968E+00    0.95978174E+05   -0.57458413E+07
'CeCl3(aq)'                       246.479  0.00  0.00    2   1.0000 'Ce+++'  3.0000 'Cl-'
'CeCl3(aq)'                            0.5481    0.3561   -0.0180   -0.5416   -1.3364   -2.3241   -3.6010   -5.3948
'CeCl3(aq)'                       0.39392124E+03   -0.24927267E+04   -0.39713281E+00    0.13590170E+06   -0.78861435E+07
'CeCl4-'                          281.932  1.81 -1.00    2   1.0000 'Ce+++'  4.0000 'Cl-'
'CeCl4-'                               0.6574    0.6947    0.7154    0.6699    0.4702    0.0587   -0.6630   -1.9185
'CeCl4-'                          0.37229645E+03   -0.23488958E+04   -0.37324022E+00    0.12480417E+06   -0.70135587E+07
'CeClO4++'                        239.571  2.80  2.00    2   1.0000 'Ce+++'  1.0000 'ClO4-'
'CeClO4++'                            -2.9185   -2.0232   -1.1998   -0.6255   -0.2564   -0.1568   -0.2752   -0.6280
'CeClO4++'                        0.13320748E+03   -0.84482632E+03   -0.13119165E+00    0.47901133E+05   -0.33515980E+07
'CeCO3+'                          200.129  2.31  1.00    3  -1.0000 'H+'  1.0000 'HCO3-'  1.0000 'Ce+++'
'CeCO3+'                               2.8867    2.9118    2.9663    3.0326    3.0872    3.0763    2.9518    2.6173
'CeCO3+'                          0.15361429E+03   -0.96852825E+03   -0.14963833E+00    0.51579435E+05   -0.28595154E+07
'CeF++'                           159.118  2.80  2.00    2   1.0000 'Ce+++'  1.0000 'F-'
'CeF++'                               -3.9591   -4.2619   -4.7682   -5.3843   -6.1838   -7.0250   -7.9446   -9.0209
'CeF++'                           0.15413605E+03   -0.98543963E+03   -0.15715307E+00    0.56153430E+05   -0.34230377E+07
'CeF2+'                           178.117  2.31  1.00    2   1.0000 'Ce+++'  2.0000 'F-'
'CeF2+'                               -7.2028   -7.3510   -7.7319   -8.2894   -9.1171  -10.0952  -11.2828  -12.8286
'CeF2+'                           0.29468852E+03   -0.18770069E+04   -0.29707346E+00    0.10426459E+06   -0.62654484E+07
'CeF3(aq)'                        197.115  0.00  0.00    2   1.0000 'Ce+++'  3.0000 'F-'
'CeF3(aq)'                            -9.8053   -9.6338   -9.6132   -9.7834  -10.2388  -10.9768  -12.0827  -13.7768
'CeF3(aq)'                        0.43145336E+03   -0.27386494E+04   -0.43215831E+00    0.14837291E+06   -0.87125558E+07
'CeF4-'                           216.114  1.81 -1.00    2   1.0000 'Ce+++'  4.0000 'F-'
'CeF4-'                              -12.3112  -11.5501  -10.7373  -10.0720   -9.5781   -9.4522   -9.7618  -10.7235
'CeF4-'                           0.42764515E+03   -0.27103559E+04   -0.42169774E+00    0.14371248E+06   -0.83567870E+07
'CeH2PO4++'                       237.107  2.80  2.00    2   1.0000 'Ce+++'  1.0000 'H2PO4-'
'CeH2PO4++'                           -1.4373   -1.2564   -1.2485   -1.4244   -1.8102   -2.3298   -2.9799   -3.8140
'CeH2PO4++'                       0.14623368E+03   -0.93143382E+03   -0.14695570E+00    0.53746775E+05   -0.35070583E+07
'CeHCO3++'                        201.137  2.80  2.00    2   1.0000 'HCO3-'  1.0000 'Ce+++'
'CeHCO3++'                            -1.8773   -1.9356   -2.1990   -2.6210   -3.2504   -3.9664   -4.7821   -5.7594
'CeHCO3++'                        0.14751968E+03   -0.94185497E+03   -0.14911535E+00    0.54604731E+05   -0.34909621E+07
'CeIO3++'                         315.023  2.80  2.00    2   1.0000 'Ce+++'  1.0000 'IO3-'
'CeIO3++'                             -2.3175   -1.8999   -1.6026   -1.4973   -1.5871   -1.8545   -2.2828   -2.9147
'CeIO3++'                         0.13963274E+03   -0.88749409E+03   -0.13975499E+00    0.50430804E+05   -0.33291640E+07
'CeNO3++'                         202.125  2.80  2.00    2   1.0000 'Ce+++'  1.0000 'NO3-'
'CeNO3++'                             -1.1591   -0.6546   -0.2565   -0.0564   -0.0470   -0.2288   -0.5783   -1.1325
'CeNO3++'                         0.13492972E+03   -0.85610391E+03   -0.13445161E+00    0.48705898E+05   -0.32531665E+07
'CeO+'                            156.119  2.31  1.00    3  -2.0000 'H+'  1.0000 'Ce+++'  1.0000 'H2O'
'CeO+'                                18.8655   16.4041   13.6889   11.3058    9.0427    7.2981    5.8816    4.6635
'CeO+'                            0.47603518E+02   -0.30537745E+03   -0.47310184E-01    0.20692700E+05   -0.42130775E+06
'CeO2-'                           172.119  1.81 -1.00    3  -4.0000 'H+'  1.0000 'Ce+++'  2.0000 'H2O'
'CeO2-'                               43.4732   38.7456   33.5561   29.0422   24.8315   21.6945   19.2945   17.4448
'CeO2-'                          -0.25536343E+02    0.15774120E+03    0.28784655E-01    0.64662052E+03    0.13999908E+07
'CeO2H(aq)'                       173.127  0.00  0.00    3  -3.0000 'H+'  1.0000 'Ce+++'  2.0000 'H2O'
'CeO2H(aq)'                           29.9313   26.1379   22.0699   18.6170   15.4740   13.1759   11.4136    9.9768
'CeO2H(aq)'                       0.55825604E+02   -0.35840537E+03   -0.49671045E-01    0.24249715E+05   -0.42337999E+04
'CeOH++'                          157.127  2.80  2.00    3  -1.0000 'H+'  1.0000 'Ce+++'  1.0000 'H2O'
'CeOH++'                               9.7801    8.4144    6.8589    5.4524    4.0749    2.9793    2.0665    1.2710
'CeOH++'                          0.30181395E+02   -0.19622120E+03   -0.30084368E-01    0.14071414E+05   -0.49349795E+06
'CeSO4+'                          236.182  2.31  1.00    2   1.0000 'Ce+++'  1.0000 'SO4--'
'CeSO4+'                              -3.4702   -3.7227   -4.1216   -4.5986   -5.2386   -5.9696   -6.8709   -8.1037
'CeSO4+'                          0.27923301E+03   -0.17757656E+04   -0.27733467E+00    0.97704601E+05   -0.56819076E+07
'CF4(aq)'                          88.005  0.00  0.00    4  -3.0000 'H2O'  1.0000 'HCO3-'  4.0000 'F-'  5.0000 'H+'
'CF4(aq)'                             30.5114   26.8751   22.0678   17.0726   11.4220    6.1849    1.0631   -4.4084
'CF4(aq)'                         0.63755595E+03   -0.40679559E+04   -0.63793883E+00    0.24298477E+06   -0.14441304E+08
'Cl2(aq)'                          70.906  0.00  0.00    4  -1.0000 'H2O'  1.0000 'Cl-'  1.0000 'ClO-'  2.0000 'H+'
'Cl2(aq)'                            -11.4972  -10.8747  -10.3414  -10.0664  -10.0774  -10.3930  -10.9972  -11.9893
'Cl2(aq)'                         0.21885187E+03   -0.13871098E+04   -0.22749493E+00    0.74309854E+05   -0.46306075E+07
'CN-'                              26.018  1.81 -1.00    4  -3.0000 'H2O'  1.0000 'HCO3-'  1.0000 'NH3(aq)'  1.0000 'H2(aq)'
'CN-'                                 11.0870    9.9746    8.7217    7.6115    6.5646    5.7844    5.2002    4.7820
'CN-'                            -0.20319937E+02    0.12517248E+03    0.22871983E-01   -0.32921670E+04    0.42648537E+06
'CO2(aq)'                          44.010  0.00  0.00    3  -1.0000 'H2O'  1.0000 'HCO3-'  1.0000 'H+'
'CO2(aq)'                             -6.5721   -6.3543   -6.2796   -6.3935   -6.7235   -7.1998   -7.8073   -8.5960
'CO2(aq)'                         0.11814156E+03   -0.75396245E+03   -0.12337813E+00    0.42571176E+05   -0.28009280E+07
'Co2OH+++'                        134.874  3.60  3.00    3  -1.0000 'H+'  2.0000 'Co++'  1.0000 'H2O'
'Co2OH+++'                            10.3053    9.8228    9.2795    8.8025    8.3329    7.9220    7.4984    6.9941
'Co2OH+++'                        0.11167918E+03   -0.70182505E+03   -0.10876926E+00    0.39068913E+05   -0.20677392E+07
'CO3--'                            60.009  2.81 -2.00    2  -1.0000 'H+'  1.0000 'HCO3-'
'CO3--'                               10.6194   10.3268   10.1272   10.0798   10.1998   10.4720   10.8909   11.5063
'CO3--'                          -0.13015557E+03    0.83349980E+03    0.13228135E+00   -0.45896438E+05    0.29240664E+07
'Co4(OH)4++++'                    303.762  4.50  4.00    3  -4.0000 'H+'  4.0000 'Co++'  4.0000 'H2O'
'Co4(OH)4++++'                        32.3015   29.8676   27.1775   24.8537   22.6775   20.9781   19.5003   18.0360
'Co4(OH)4++++'                    0.23089654E+03   -0.14595901E+04   -0.21736739E+00    0.85001820E+05   -0.41230607E+07
'CoCl+'                            94.386  2.31  1.00    2   1.0000 'Cl-'  1.0000 'Co++'
'CoCl+'                               -0.4421   -0.3753   -0.4190   -0.5812   -0.8974   -1.3195   -1.8608   -2.5868
'CoCl+'                           0.13737908E+03   -0.87078833E+03   -0.13952799E+00    0.48587945E+05   -0.29936440E+07
'CoF+'                             77.932  2.31  1.00    2   1.0000 'Co++'  1.0000 'F-'
'CoF+'                                -0.8503   -0.8526   -0.9682   -1.1880   -1.5537   -2.0111   -2.5817   -3.3383
'CoF+'                            0.14472545E+03   -0.91845335E+03   -0.14633815E+00    0.51176416E+05   -0.31109870E+07
'CoO(aq)'                          74.933  0.00  0.00    3  -2.0000 'H+'  1.0000 'Co++'  1.0000 'H2O'
'CoO(aq)'                             20.1294   18.5989   16.8570   15.2811   13.7313   12.4873   11.4307   10.4720
'CoO(aq)'                         0.57793857E+02   -0.36231880E+03   -0.57293934E-01    0.23864510E+05   -0.10068391E+07
'CoO+'                             74.933  2.31  1.00    3  -2.0000 'H+'  1.0000 'Co+++'  1.0000 'H2O'
'CoO+'                                -7.5420   -7.5420   -7.5420   -7.5420   -7.5420   -7.5420   -7.5420   -7.5420
'CoO+'                            0.13927019E-06   -0.75420009E+01   -0.11537957E-09    0.54712281E-04   -0.34984116E-02
'CoO2--'                           90.932  3.00 -2.00    3  -4.0000 'H+'  1.0000 'Co++'  2.0000 'H2O'
'CoO2--'                              49.8899   46.4012   42.5297   39.1484   36.0232   33.7797   32.2182   31.2949
'CoO2--'                         -0.16866654E+03    0.10755506E+04    0.17346829E+00   -0.47802528E+05    0.35954206E+07
'CoOH+'                            75.941  2.31  1.00    3  -1.0000 'H+'  1.0000 'Co++'  1.0000 'H2O'
'CoOH+'                                9.9490    9.2269    8.3677    7.5617    6.7428    6.0658    5.4785    4.9408
'CoOH+'                           0.34197174E+02   -0.21675153E+03   -0.33153908E-01    0.14815768E+05   -0.77076861E+06
'Cr2(OH)2++++'                    138.007  4.50  4.00    3  -2.0000 'H+'  2.0000 'Cr+++'  2.0000 'H2O'
'Cr2(OH)2++++'                        12.2720   12.2720   12.2720   12.2720   12.2720   12.2720   12.2720   12.2720
'Cr2(OH)2++++'                   -0.11171641E-06    0.12272001E+02    0.92521853E-10   -0.43901516E-04    0.28079558E-02
'Cr2O7--'                         215.988  3.00 -2.00    3  -1.0000 'H2O'  2.0000 'CrO4--'  2.0000 'H+'
'Cr2O7--'                            -14.9249  -14.6962  -14.6886  -14.9353  -15.4922  -16.2683  -17.2782  -18.6482
'Cr2O7--'                         0.26627950E+03   -0.17034483E+04   -0.26870734E+00    0.94988573E+05   -0.59442113E+07
'Cr3(OH)4+++++'                   224.017  5.62  5.00    3  -4.0000 'H+'  3.0000 'Cr+++'  4.0000 'H2O'
'Cr3(OH)4+++++'                       15.3620   15.3620   15.3620   15.3620   15.3620   15.3620   15.3620   15.3620
'Cr3(OH)4+++++'                   0.15310143E-05    0.15361990E+02   -0.12709168E-08    0.60025790E-03   -0.38307364E-01
'CrH2PO4++'                       148.983  2.80  2.00    2   1.0000 'Cr+++'  1.0000 'H2PO4-'
'CrH2PO4++'                           -2.5495   -2.5495   -2.5495   -2.5495   -2.5495   -2.5495   -2.5495   -2.5495
'CrH2PO4++'                       0.88288639E-07   -0.25495006E+01   -0.73288667E-10    0.34615336E-04   -0.22091090E-02
'CrHPO4+'                         147.975  2.31  1.00    3  -1.0000 'H+'  1.0000 'Cr+++'  1.0000 'H2PO4-'
'CrHPO4+'                             -2.2005   -2.2005   -2.2005   -2.2005   -2.2005   -2.2005   -2.2005   -2.2005
'CrHPO4+'                        -0.27314564E-07   -0.22004998E+01    0.22688456E-10   -0.10702383E-04    0.68259220E-03
'CrO+'                             67.995  2.31  1.00    3  -2.0000 'H+'  1.0000 'Cr+++'  1.0000 'H2O'
'CrO+'                                11.2502    9.6605    7.8983    6.3445    4.8555    3.6886    2.7156    1.8485
'CrO+'                            0.48235965E+02   -0.30838891E+03   -0.48576108E-01    0.19245016E+05   -0.60829686E+06
'CrO2-'                            83.995  1.81 -1.00    3  -4.0000 'H+'  1.0000 'Cr+++'  2.0000 'H2O'
'CrO2-'                               30.6580   27.3840   23.7051   20.4314   17.2994   14.9001   13.0170   11.5507
'CrO2-'                          -0.32644692E+02    0.20239561E+03    0.32406671E-01   -0.29226889E+04    0.98864777E+06
'CrOH++'                           69.003  2.80  2.00    3  -1.0000 'H+'  1.0000 'Cr+++'  1.0000 'H2O'
'CrOH++'                               4.6469    4.0163    3.2476    2.5100    1.7408    1.0855    0.4992   -0.0500
'CrOH++'                          0.35265492E+02   -0.22724294E+03   -0.35499528E-01    0.14921751E+05   -0.81189020E+06
'CsBr(aq)'                        212.814  0.00  0.00    2   1.0000 'Br-'  1.0000 'Cs+'
'CsBr(aq)'                             0.0820   -0.0220   -0.1619   -0.3116   -0.4974   -0.7042   -0.9665   -1.3575
'CsBr(aq)'                        0.11080113E+03   -0.70441473E+03   -0.10754326E+00    0.38855432E+05   -0.22365363E+07
'CsCl(aq)'                        168.358  0.00  0.00    2   1.0000 'Cl-'  1.0000 'Cs+'
'CsCl(aq)'                             0.2734    0.1260   -0.0676   -0.2714   -0.5158   -0.7706   -1.0670   -1.4660
'CsCl(aq)'                        0.92022865E+02   -0.58487697E+03   -0.90474630E-01    0.32364647E+05   -0.18559495E+07
'CsI(aq)'                         259.809  0.00  0.00    2   1.0000 'Cs+'  1.0000 'I-'
'CsI(aq)'                             -1.0196   -0.9822   -0.9602   -0.9652   -1.0116   -1.1082   -1.2750   -1.5691
'CsI(aq)'                         0.93869234E+02   -0.59571183E+03   -0.92076015E-01    0.32374895E+05   -0.18870352E+07
'CsOH(aq)'                        149.912  0.00  0.00    3  -1.0000 'H+'  1.0000 'Cs+'  1.0000 'H2O'
'CsOH(aq)'                            16.9021   15.6784   14.3741   13.2864   12.3304   11.6734   11.2162   10.8922
'CsOH(aq)'                        0.85755915E+01   -0.52140861E+02   -0.24297537E-02    0.55362410E+04    0.99190529E+05
'Cu(HS)2-'                        129.684  1.81 -1.00    5   1.0000 'Cu+'  2.0000 'H+'  2.0000 'SO4--'  -8.0000 'H2O'  8.0000 'H2(aq)'
'Cu(HS)2-'                          -118.2702 -109.3982  -99.0896  -89.5289  -79.9860  -72.4159  -66.3706  -61.6294
'Cu(HS)2-'                        0.24869916E+03   -0.15912956E+04   -0.23051931E+00    0.55072008E+05   -0.45393732E+07
'Cu(OH)2-'                         97.555  1.81 -1.00    3  -2.0000 'H+'  1.0000 'Cu+'  2.0000 'H2O'
'Cu(OH)2-'                            18.0897   17.2612   16.4737   15.9278   15.5957   15.5313   15.6717   16.0208
'Cu(OH)2-'                       -0.81125445E+02    0.52252190E+03    0.88039390E-01   -0.27441856E+05    0.20220719E+07
'CuCl(aq)'                         98.993  0.00  0.00    2   1.0000 'Cl-'  1.0000 'Cu+'
'CuCl(aq)'                            -4.1485   -3.7911   -3.4178   -3.1219   -2.9025   -2.8252   -2.8950   -3.1705
'CuCl(aq)'                        0.12178151E+03   -0.77082859E+03   -0.12129524E+00    0.40782284E+05   -0.24391105E+07
'CuCl+'                            98.993  2.31  1.00    2   1.0000 'Cl-'  1.0000 'Cu++'
'CuCl+'                               -0.4443   -0.4127   -0.5125   -0.7375   -1.1269   -1.6164   -2.2206   -3.0055
'CuCl+'                           0.14139236E+03   -0.89752261E+03   -0.14326683E+00    0.50536537E+05   -0.31350242E+07
'CuCl2-'                          134.446  1.81 -1.00    2   2.0000 'Cl-'  1.0000 'Cu+'
'CuCl2-'                              -5.2137   -5.0036   -4.8369   -4.7683   -4.8215   -5.0127   -5.3605   -5.9481
'CuCl2-'                          0.16095076E+03   -0.10218836E+04   -0.16142105E+00    0.55178340E+05   -0.32967266E+07
'CuCl2(aq)'                       134.446  0.00  0.00    2   2.0000 'Cl-'  1.0000 'Cu++'
'CuCl2(aq)'                            0.5570    0.6648    0.5318    0.1546   -0.5398   -1.4402   -2.5746   -4.0768
'CuCl2(aq)'                       0.28102158E+03   -0.17815227E+04   -0.28445350E+00    0.10002539E+06   -0.61893584E+07
'CuCl3-'                          169.899  1.81 -1.00    2   3.0000 'Cl-'  1.0000 'Cu++'
'CuCl3-'                               1.9126    2.2524    2.2761    1.9447    1.1983    0.1807   -1.1016   -2.7601
'CuCl3-'                          0.28066082E+03   -0.17792318E+04   -0.28566437E+00    0.10187369E+06   -0.65882911E+07
'CuCl3--'                         169.899  3.00 -2.00    2   3.0000 'Cl-'  1.0000 'Cu+'
'CuCl3--'                             -5.3732   -4.7830   -4.1865   -3.7300   -3.4029   -3.2902   -3.3806   -3.7284
'CuCl3--'                         0.14247372E+03   -0.90070629E+03   -0.14351030E+00    0.47790727E+05   -0.29629382E+07
'CuCl4--'                         205.352  3.00 -2.00    2   4.0000 'Cl-'  1.0000 'Cu++'
'CuCl4--'                              3.7731    4.5401    4.9595    4.9065    4.3537    3.4284    2.1816    0.5282
'CuCl4--'                         0.27995203E+03   -0.17721225E+04   -0.28549307E+00    0.10283908E+06   -0.69503962E+07
'CuCl4---'                        205.352  4.20 -3.00    2   4.0000 'Cl-'  1.0000 'Cu+'
'CuCl4---'                            -3.9721   -2.8259   -1.8099   -1.1644   -0.8461   -0.8944   -1.2235   -1.8389
'CuCl4---'                        0.14227481E+03   -0.89934836E+03   -0.14672035E+00    0.51262821E+05   -0.37593690E+07
'CuF+'                             82.538  2.31  1.00    2   1.0000 'Cu++'  1.0000 'F-'
'CuF+'                                -1.6098   -1.5601   -1.6435   -1.8522   -2.2219   -2.6935   -3.2843   -4.0635
'CuF+'                            0.15212388E+03   -0.96783972E+03   -0.15233185E+00    0.54590961E+05   -0.33901593E+07
'CuH2PO4+'                        160.527  2.31  1.00    2   1.0000 'Cu++'  1.0000 'H2PO4-'
